timeStamp,Days,Datetime,value,clone
1631059200,825,2021-09-08,4.2592,4.7592
1631145600,826,2021-09-09,4.2583,4.7583
1631232000,827,2021-09-10,4.1925,4.6925
1631318400,828,2021-09-11,4.0988,4.5988
1631404800,829,2021-09-12,4.0383,4.5383
1631491200,830,2021-09-13,4.0167,4.5167
1631577600,831,2021-09-14,3.9875,4.4875
1631664000,832,2021-09-15,4.0175,4.5175
1631750400,833,2021-09-16,4.0142,4.5142
1631836800,834,2021-09-17,3.9971,4.4971
1631923200,835,2021-09-18,4.01,4.51
1632009600,836,2021-09-19,3.9921,4.4921
1632096000,837,2021-09-20,3.9504,4.4504
1632182400,838,2021-09-21,3.9312,4.4312
1632268800,839,2021-09-22,3.9142,4.4142
1632355200,840,2021-09-23,3.9033,4.4033
1632441600,841,2021-09-24,3.8937,4.3937
1632528000,842,2021-09-25,3.8767,4.3767
1632614400,843,2021-09-26,3.8708,4.3708
1632700800,844,2021-09-27,3.5108,4.0108
1632787200,845,2021-09-28,1.7717,2.2717
1632873600,846,2021-09-29,2.9221,3.4221
1632960000,847,2021-09-30,2.4475,2.9475
1633046400,848,2021-10-01,3.9242,4.4242
1633132800,849,2021-10-02,3.9217,4.4217
1633219200,850,2021-10-03,3.2708,3.7708
1633305600,851,2021-10-04,3.2396,3.7396
1633392000,852,2021-10-05,2.3988,2.8988
1633478400,853,2021-10-06,3.06,3.56
1633564800,854,2021-10-07,3.1442,3.6442
1633651200,855,2021-10-08,4.0537,4.5537
1633737600,856,2021-10-09,3.05,3.55
1633824000,857,2021-10-10,3.3467,3.8467
1633910400,858,2021-10-11,3.9517,4.4517
1633996800,859,2021-10-12,3.9471,4.4471
1634083200,860,2021-10-13,3.6642,4.1642
1634169600,861,2021-10-14,4.0,4.5
1634256000,862,2021-10-15,3.6817,4.1817
1634342400,863,2021-10-16,2.8529,3.3529
1634428800,864,2021-10-17,2.01,2.51
1634515200,865,2021-10-18,2.1679,2.6679
1634601600,866,2021-10-19,0.8342,1.3342
1634688000,867,2021-10-20,0.1679,0.6679
1634774400,868,2021-10-21,0.0,0.5
1634860800,869,2021-10-22,1.1892,1.6892
1634947200,870,2021-10-23,0.0,0.5
1635033600,871,2021-10-24,0.0,0.5
1635120000,872,2021-10-25,0.0,0.5
1635206400,873,2021-10-26,0.0,0.5
1635292800,874,2021-10-27,0.0,0.5
1635379200,875,2021-10-28,1.0812,1.5812
1635465600,876,2021-10-29,0.0,0.5
1635552000,877,2021-10-30,0.0,0.5
1635638400,878,2021-10-31,0.545,1.045
1635724800,879,2021-11-01,0.0,0.5
1635811200,880,2021-11-02,0.0,0.5
1635897600,881,2021-11-03,0.0,0.5
1635984000,882,2021-11-04,0.0,0.5
1636070400,883,2021-11-05,0.0,0.5
1636156800,884,2021-11-06,0.0,0.5
1636243200,885,2021-11-07,0.0,0.5
1636329600,886,2021-11-08,0.0,0.5
1636416000,887,2021-11-09,0.0,0.5
1636502400,888,2021-11-10,0.0,0.5
1636588800,889,2021-11-11,0.0,0.5
1636675200,890,2021-11-12,0.0,0.5
1636761600,891,2021-11-13,0.0,0.5
1636848000,892,2021-11-14,0.0,0.5
1636934400,893,2021-11-15,0.0,0.5
1637020800,894,2021-11-16,0.0,0.5
1637107200,895,2021-11-17,0.0,0.5
